domain,package,got_json,ip_count,port,ips,seconds
711cpb15.qofya.com,cvy.ecmpaknlvqd.eivowhoemitpqlqu,yes,15,30169,8.138.158.86;159.75.24.53;42.193.249.59;103.120.90.66;8.138.203.48;103.45.129.234;8.138.241.245;8.138.180.102;8.138.148.142;111.230.10.141;106.55.178.75;8.138.151.157;8.138.238.9;106.52.251.61;43.139.125.107,5.2
711cpb15.qwdfm.com,cvy.ecmpaknlvqd.eivowhoemitpqlqu,yes,15,30169,159.75.24.53;42.193.249.59;8.138.180.102;43.139.125.107;8.138.148.142;103.120.90.66;8.138.151.157;8.138.203.48;106.52.251.61;8.138.241.245;8.138.238.9;8.138.158.86;103.45.129.234;106.55.178.75;111.230.10.141,5.2
711cpb15.tme5b.com,dua.eooxswdxepb.txjjttqdiaqaneqx,yes,15,30169,106.55.178.75;103.120.90.66;8.138.241.245;8.138.238.9;42.193.249.59;8.138.158.86;8.138.148.142;159.75.24.53;8.138.151.157;106.52.251.61;43.139.125.107;8.138.203.48;111.230.10.141;103.45.129.234;8.138.180.102,5.2
711cpb16.3f4x4.com,mmt.mcrwxfmhmeh.dtmwweexdkmyuamj,yes,15,30169,8.138.151.157;8.138.180.102;8.138.241.245;106.55.178.75;43.139.125.107;103.120.90.66;8.138.203.48;103.45.129.234;8.138.238.9;8.138.158.86;111.230.10.141;8.138.148.142;42.193.249.59;106.52.251.61;159.75.24.53,5.3
711cpb20.as6sz.com,lnh.vvkgxiamhbp.qtdoqsgyxipunygy,yes,15,30169,111.230.10.141;8.138.151.157;8.138.158.86;8.138.241.245;8.138.238.9;159.75.24.53;8.138.148.142;106.55.178.75;8.138.203.48;103.45.129.234;103.120.90.66;42.193.249.59;8.138.180.102;106.52.251.61;43.139.125.107,5.2
711cpc01.14c2r.com,ack.pkabgwylwfjppav.lnfteaowlrwqosa,yes,14,30160,43.139.121.178;175.178.178.53;103.120.90.33;8.148.202.160;103.45.129.234;8.138.7.148;193.112.105.63;106.53.86.64;8.134.164.181;8.163.72.207;8.148.253.203;42.193.185.105;8.148.201.213;42.194.159.192,3.9
711cpc01.2q6h9.com,sld.ryludftdtiqhmeh.inhmrdnmkbwbnvj,yes,14,30160,106.53.86.64;8.163.72.207;103.120.90.33;8.148.253.203;103.45.129.234;8.138.7.148;193.112.105.63;42.194.159.192;8.134.164.181;8.148.201.213;43.139.121.178;42.193.185.105;175.178.178.53;8.148.202.160,3.6
711cpc01.aht1x.com,wkd.yoekepvwxkegqbo.bjneifojjqocuee,yes,14,30160,106.53.86.64;8.148.253.203;8.148.201.213;193.112.105.63;103.120.90.33;8.148.202.160;8.134.164.181;8.138.7.148;42.193.185.105;8.163.72.207;103.45.129.234;175.178.178.53;42.194.159.192;43.139.121.178,3.6
711cpc01.at4lt.com,iwe.wupckjajurcqjgx.wrotdllaokbchvx,yes,14,30160,103.120.90.33;42.194.159.192;43.139.121.178;193.112.105.63;103.45.129.234;8.148.253.203;8.134.164.181;8.138.7.148;42.193.185.105;8.148.201.213;8.148.202.160;106.53.86.64;175.178.178.53;8.163.72.207,8.8
711cpc01.jgbzi.com,sld.ryludftdtiqhmeh.inhmrdnmkbwbnvj,yes,14,30160,8.148.202.160;8.148.201.213;8.148.253.203;42.193.185.105;42.194.159.192;8.163.72.207;193.112.105.63;103.45.129.234;43.139.121.178;8.138.7.148;106.53.86.64;8.134.164.181;103.120.90.33;175.178.178.53,5.2
711cpc01.maufr.com,gje.mreokkkcijhilnj.ppfgstxqwhpvrfu,yes,14,30160,43.139.121.178;42.194.159.192;103.120.90.33;8.148.201.213;106.53.86.64;8.148.253.203;8.163.72.207;8.138.7.148;103.45.129.234;42.193.185.105;8.134.164.181;8.148.202.160;175.178.178.53;193.112.105.63,5.2
711cpc01.swna1.com,rwj.clqipfbdwvtmgel.kxuhqvmnocdhalh,yes,14,30160,8.163.72.207;8.134.164.181;8.148.201.213;175.178.178.53;103.120.90.33;8.148.202.160;42.193.185.105;103.45.129.234;106.53.86.64;193.112.105.63;43.139.121.178;42.194.159.192;8.138.7.148;8.148.253.203,5.2
711cpc01.xvheb.com,tht.wvhwhlhjbkopmrc.uimkgevjtipfcvx,yes,14,30160,42.194.159.192;175.178.178.53;43.139.121.178;8.148.253.203;42.193.185.105;103.120.90.33;8.163.72.207;8.148.201.213;106.53.86.64;8.148.202.160;8.138.7.148;8.134.164.181;193.112.105.63;103.45.129.234,5.2
711cpc02.3zn6k.com,dpf.lgmhbquacugdxkl.pphojqowwldkeyd,yes,14,30160,8.148.201.213;193.112.105.63;8.148.202.160;106.53.86.64;103.120.90.33;8.148.253.203;42.194.159.192;8.138.7.148;43.139.121.178;8.163.72.207;42.193.185.105;8.134.164.181;103.45.129.234;175.178.178.53,5.2
711cpc02.z4j7y.com,oqw.mgbgbmdgrjwmeeb.svgsjiqepltnxnn,yes,14,30160,8.163.72.207;43.139.121.178;103.120.90.33;42.194.159.192;8.148.253.203;103.45.129.234;8.148.201.213;8.134.164.181;8.148.202.160;193.112.105.63;106.53.86.64;8.138.7.148;42.193.185.105;175.178.178.53,5.2
711cpc03.bydtz.com,gje.mreokkkcijhilnj.ppfgstxqwhpvrfu,yes,14,30160,8.163.72.207;8.134.164.181;175.178.178.53;8.138.7.148;103.45.129.234;106.53.86.64;193.112.105.63;8.148.202.160;8.148.201.213;103.120.90.33;8.148.253.203;42.193.185.105;42.194.159.192;43.139.121.178,5.2
711cpc04.2q6h9.com,yis.owujtwjpsjfupmb.dypnkxexrcgpdbr,yes,14,30160,193.112.105.63;8.138.7.148;8.163.72.207;8.148.253.203;103.45.129.234;103.120.90.33;42.193.185.105;43.139.121.178;8.148.201.213;106.53.86.64;8.148.202.160;42.194.159.192;175.178.178.53;8.134.164.181,5.2
711cpc04.4h1k5.com,vnd.dmeanvrymvvreeq.qlcdrkkftgbuief,yes,14,30160,8.138.7.148;8.148.202.160;106.53.86.64;8.148.201.213;8.134.164.181;175.178.178.53;103.45.129.234;42.194.159.192;193.112.105.63;8.163.72.207;103.120.90.33;42.193.185.105;8.148.253.203;43.139.121.178,5.2
711cpc06.hvqi5.com,yvp.vpjxredejfefwae.edjmwqmghliwikb,yes,14,30160,8.138.7.148;42.193.185.105;42.194.159.192;43.139.121.178;175.178.178.53;106.53.86.64;8.148.201.213;193.112.105.63;8.134.164.181;8.148.253.203;103.45.129.234;8.148.202.160;103.120.90.33;8.163.72.207,5.2
711cpc06.p10q7.com,wcm.fwkhabvxphuwgat.psprngxfqececws,yes,14,30160,42.193.185.105;103.120.90.33;106.53.86.64;8.134.164.181;43.139.121.178;175.178.178.53;8.138.7.148;8.163.72.207;8.148.202.160;42.194.159.192;8.148.253.203;193.112.105.63;103.45.129.234;8.148.201.213,5.2
711cpc07.78fvl.com,rfd.nwamscqigexfdit.diiqsgpspvaqtvn,yes,14,30160,8.148.201.213;42.194.159.192;42.193.185.105;8.163.72.207;8.138.7.148;175.178.178.53;43.139.121.178;106.53.86.64;193.112.105.63;8.148.202.160;8.134.164.181;8.148.253.203;103.120.90.33;103.45.129.234,5.2
711cpc07.maufr.com,wdb.scvqtpfuvhwvuyy.uoesbqmqqetqtww,yes,14,30160,43.139.121.178;8.148.253.203;106.53.86.64;42.194.159.192;8.134.164.181;103.45.129.234;8.163.72.207;103.120.90.33;193.112.105.63;42.193.185.105;175.178.178.53;8.138.7.148;8.148.201.213;8.148.202.160,5.2
711cpc11.thstg.com,qjl.csfaydephbgjvhd.udueylylqntchgs,yes,14,30160,8.148.202.160;42.194.159.192;8.148.253.203;106.53.86.64;103.45.129.234;193.112.105.63;103.120.90.33;42.193.185.105;8.163.72.207;8.134.164.181;175.178.178.53;8.138.7.148;8.148.201.213;43.139.121.178,5.2
711cpc114.78fvl.com,rul.mcjwwexejogoevf.upbcxtawsowyjva,yes,14,30160,193.112.105.63;42.193.185.105;8.148.201.213;43.139.121.178;8.148.253.203;8.148.202.160;8.134.164.181;42.194.159.192;106.53.86.64;8.138.7.148;8.163.72.207;103.45.129.234;103.120.90.33;175.178.178.53,5.2
711cpc115.maufr.com,uah.cfdpcqxsqapovap.bfmhbsleyqkhcyi,yes,14,30160,8.148.202.160;103.120.90.33;103.45.129.234;193.112.105.63;175.178.178.53;8.134.164.181;8.138.7.148;8.163.72.207;42.194.159.192;42.193.185.105;8.148.253.203;106.53.86.64;8.148.201.213;43.139.121.178,5.2
711cpc125.7s2y7.com,kqy.renyioylufttcce.nyhuajujebmnixd,yes,14,30160,103.120.90.33;103.45.129.234;175.178.178.53;193.112.105.63;42.194.159.192;43.139.121.178;8.163.72.207;8.134.164.181;8.138.7.148;8.148.202.160;8.148.253.203;8.148.201.213;106.53.86.64;42.193.185.105,3.5
711cpc125.k0in8.com,iik.lmsyusqwlexcaja.abrxsaxhlmxkyns,yes,14,30160,8.138.7.148;106.53.86.64;8.163.72.207;43.139.121.178;8.148.201.213;103.45.129.234;8.148.202.160;193.112.105.63;103.120.90.33;42.194.159.192;8.148.253.203;175.178.178.53;42.193.185.105;8.134.164.181,3.3
711cpc127.y7uru.com,par.jkjoseamjehpqyy.uaicqxbqtswfcpc,yes,14,30160,43.139.121.178;175.178.178.53;103.45.129.234;8.138.7.148;8.148.202.160;193.112.105.63;8.148.253.203;42.194.159.192;106.53.86.64;8.148.201.213;8.163.72.207;8.134.164.181;42.193.185.105;103.120.90.33,3.4
711cpc13.4o4ez.com,syr.cvdrjdwmobomxgt.sjhrtmvwwbwnnos,no,0,,,28.3
711cpc13.ers5c.com,cwm.wvijwekhkvqnarw.henfdopucowhmch,yes,14,30160,193.112.105.63;8.138.7.148;8.148.202.160;8.148.253.203;103.45.129.234;8.148.201.213;175.178.178.53;43.139.121.178;42.194.159.192;8.134.164.181;106.53.86.64;103.120.90.33;42.193.185.105;8.163.72.207,5.3
711cpc132.ggg4f.com,yis.owujtwjpsjfupmb.dypnkxexrcgpdbr,yes,14,30160,43.139.121.178;193.112.105.63;175.178.178.53;42.193.185.105;106.53.86.64;8.148.202.160;8.148.201.213;8.148.253.203;42.194.159.192;103.45.129.234;8.134.164.181;8.138.7.148;103.120.90.33;8.163.72.207,25.6
711cpc17.30aml.com,xcw.jarceydbndoxaac.eowshlxduuplnxn,yes,14,30160,8.134.164.181;175.178.178.53;106.53.86.64;8.138.7.148;193.112.105.63;8.148.253.203;103.120.90.33;103.45.129.234;42.194.159.192;42.193.185.105;8.148.201.213;8.148.202.160;8.163.72.207;43.139.121.178,5.3
711cpc17.779a2.com,ept.ixhiarrgssrctkl.yxarramimmeofvf,yes,14,30160,106.53.86.64;42.194.159.192;8.138.7.148;8.134.164.181;8.148.202.160;42.193.185.105;43.139.121.178;175.178.178.53;103.45.129.234;193.112.105.63;103.120.90.33;8.148.201.213;8.163.72.207;8.148.253.203,5.2
711cpc20.k0in8.com,dpf.lgmhbquacugdxkl.pphojqowwldkeyd,yes,14,30160,103.120.90.33;42.194.159.192;193.112.105.63;106.53.86.64;43.139.121.178;8.148.202.160;8.163.72.207;8.138.7.148;103.45.129.234;175.178.178.53;8.148.253.203;8.148.201.213;42.193.185.105;8.134.164.181,5.2
711cpc20.sxw9m.com,hbr.ktmlqciaieyuvkj.koxxjqsrjxwecda,yes,14,30160,8.134.164.181;42.194.159.192;43.139.121.178;103.120.90.33;8.163.72.207;42.193.185.105;8.138.7.148;8.148.201.213;8.148.253.203;8.148.202.160;103.45.129.234;193.112.105.63;106.53.86.64;175.178.178.53,5.2
711cpc23.caa63.com,jcd.usmuguijhgigpdx.tbwgawxtraiexew,yes,14,30160,8.148.201.213;42.193.185.105;175.178.178.53;103.120.90.33;8.134.164.181;106.53.86.64;193.112.105.63;8.138.7.148;103.45.129.234;42.194.159.192;8.148.253.203;8.148.202.160;43.139.121.178;8.163.72.207,5.2
711cpc33.d1xcw.com,nvm.aeyktoiyrivqoas.gxlomwggxgptpps,yes,14,30160,8.148.201.213;103.45.129.234;106.53.86.64;103.120.90.33;43.139.121.178;193.112.105.63;42.193.185.105;8.148.253.203;8.134.164.181;8.163.72.207;175.178.178.53;8.148.202.160;42.194.159.192;8.138.7.148,5.3
711cpc35.vjwzy.com,vtn.jdlmmukkwpqosxt.lsnbsoobhcgamjb,yes,14,30160,8.148.201.213;8.148.253.203;175.178.178.53;8.138.7.148;103.45.129.234;106.53.86.64;8.134.164.181;8.148.202.160;193.112.105.63;42.194.159.192;43.139.121.178;42.193.185.105;8.163.72.207;103.120.90.33,6.5
711cpc36.3s7d6.com,yvp.vpjxredejfefwae.edjmwqmghliwikb,yes,14,30160,8.148.202.160;42.193.185.105;103.45.129.234;8.148.201.213;8.163.72.207;193.112.105.63;106.53.86.64;8.148.253.203;42.194.159.192;8.134.164.181;43.139.121.178;8.138.7.148;175.178.178.53;103.120.90.33,6.1
711cpc37.maufr.com,mdr.cvsddldegsvstji.ybkprxakqcjgpfj,yes,14,30160,42.194.159.192;106.53.86.64;193.112.105.63;103.120.90.33;42.193.185.105;43.139.121.178;8.163.72.207;103.45.129.234;8.148.201.213;8.148.202.160;8.138.7.148;175.178.178.53;8.134.164.181;8.148.253.203,3.6
711cpc40.etw2i.com,ack.pkabgwylwfjppav.lnfteaowlrwqosa,yes,14,30160,103.45.129.234;106.53.86.64;8.148.201.213;8.163.72.207;42.194.159.192;175.178.178.53;8.134.164.181;103.120.90.33;193.112.105.63;42.193.185.105;8.148.253.203;8.148.202.160;43.139.121.178;8.138.7.148,5.5
711cpc46.hvqi5.com,rfd.nwamscqigexfdit.diiqsgpspvaqtvn,yes,14,30160,43.139.121.178;42.194.159.192;8.148.253.203;8.148.202.160;8.134.164.181;175.178.178.53;8.148.201.213;42.193.185.105;193.112.105.63;103.120.90.33;8.163.72.207;8.138.7.148;103.45.129.234;106.53.86.64,5.5
711cpc46.nyq75.com,njh.hjavckucctkgmoo.kqgfrdwbkrwnmss,yes,14,30160,103.120.90.33;193.112.105.63;175.178.178.53;103.45.129.234;8.148.202.160;8.163.72.207;8.148.253.203;42.193.185.105;8.148.201.213;106.53.86.64;42.194.159.192;43.139.121.178;8.134.164.181;8.138.7.148,3.5
711cpc46.p10q7.com,tgu.dnsvhpqofysoiol.fjtfmbylenveedr,yes,14,30160,8.163.72.207;8.148.253.203;42.194.159.192;42.193.185.105;175.178.178.53;8.138.7.148;8.148.201.213;103.45.129.234;103.120.90.33;106.53.86.64;8.134.164.181;8.148.202.160;193.112.105.63;43.139.121.178,3.4
711cpc47.loqgw.com,pjj.pivqpbfiwinvxvk.jafcdxdthspjapb,yes,14,30160,103.120.90.33;8.134.164.181;8.148.202.160;42.194.159.192;103.45.129.234;193.112.105.63;106.53.86.64;8.138.7.148;42.193.185.105;8.148.201.213;8.148.253.203;8.163.72.207;175.178.178.53;43.139.121.178,5.3
711cpc48.etw2i.com,cvo.sbvkhdofxpoqyfd.sdgoyahcepcdvjt,yes,14,30160,175.178.178.53;43.139.121.178;193.112.105.63;103.120.90.33;8.163.72.207;8.134.164.181;8.138.7.148;106.53.86.64;42.194.159.192;8.148.253.203;42.193.185.105;103.45.129.234;8.148.202.160;8.148.201.213,5.8
711cpc48.f3n4x.com,rul.mcjwwexejogoevf.upbcxtawsowyjva,yes,14,30160,8.163.72.207;8.148.202.160;103.45.129.234;8.134.164.181;42.193.185.105;8.148.201.213;106.53.86.64;43.139.121.178;8.138.7.148;42.194.159.192;8.148.253.203;193.112.105.63;103.120.90.33;175.178.178.53,2.9
711cpc48.ny61b.com,hcn.hlpdqytfeeafjbu.lgdocdstjttgqqw,yes,14,30160,42.193.185.105;103.45.129.234;175.178.178.53;193.112.105.63;43.139.121.178;8.138.7.148;103.120.90.33;8.134.164.181;42.194.159.192;8.163.72.207;8.148.202.160;106.53.86.64;8.148.253.203;8.148.201.213,6.0
711cpc57.ilq9v.com,vnd.dmeanvrymvvreeq.qlcdrkkftgbuief,yes,14,30160,106.53.86.64;8.148.253.203;193.112.105.63;103.45.129.234;8.138.7.148;103.120.90.33;8.148.202.160;8.134.164.181;175.178.178.53;8.148.201.213;8.163.72.207;43.139.121.178;42.193.185.105;42.194.159.192,5.2
711cpc57.u68qm.com,xks.jtcbvydpbvcponw.uempmwlumikbpvs,yes,14,30160,8.138.7.148;8.148.253.203;8.134.164.181;8.148.201.213;103.45.129.234;106.53.86.64;193.112.105.63;175.178.178.53;103.120.90.33;42.193.185.105;43.139.121.178;8.163.72.207;42.194.159.192;8.148.202.160,5.6
711cpc59.loqgw.com,qxn.mmneefpsqyskapa.cepyedgancpavou,yes,14,30160,103.45.129.234;175.178.178.53;8.163.72.207;8.148.202.160;8.138.7.148;8.148.253.203;43.139.121.178;103.120.90.33;193.112.105.63;8.134.164.181;8.148.201.213;42.193.185.105;42.194.159.192;106.53.86.64,5.3
711cpc62.ers5c.com,xmg.rxlghnaymoijebx.mthsgufpwxpfcpo,yes,14,30160,103.45.129.234;8.134.164.181;8.138.7.148;8.148.202.160;103.120.90.33;8.148.201.213;8.148.253.203;43.139.121.178;106.53.86.64;175.178.178.53;42.193.185.105;193.112.105.63;8.163.72.207;42.194.159.192,5.2
711cpc68.3zn6k.com,rwj.clqipfbdwvtmgel.kxuhqvmnocdhalh,yes,14,30160,103.45.129.234;8.148.202.160;8.134.164.181;103.120.90.33;8.138.7.148;8.163.72.207;106.53.86.64;175.178.178.53;8.148.253.203;193.112.105.63;42.194.159.192;42.193.185.105;8.148.201.213;43.139.121.178,5.2
711cpc88.arv60.com,yhx.scbilsjmqdnkbcx.nsnmtyctswuajnd,yes,14,30160,8.148.202.160;103.120.90.33;42.193.185.105;175.178.178.53;42.194.159.192;103.45.129.234;8.138.7.148;8.148.253.203;8.134.164.181;106.53.86.64;8.163.72.207;8.148.201.213;193.112.105.63;43.139.121.178,5.2
711cpc88.z4j7y.com,jik.fcxucywevujgboj.jxempqcmncicegv,yes,14,30160,106.53.86.64;43.139.121.178;42.194.159.192;103.120.90.33;8.148.253.203;42.193.185.105;175.178.178.53;8.163.72.207;193.112.105.63;8.148.202.160;103.45.129.234;8.134.164.181;8.148.201.213;8.138.7.148,5.2
711cpc89.bx9xl.com,smf.lwcgstairlgwoit.sxiblqddeafbydj,yes,14,30160,106.53.86.64;42.194.159.192;103.120.90.33;175.178.178.53;103.45.129.234;8.163.72.207;43.139.121.178;8.148.201.213;8.134.164.181;8.148.202.160;42.193.185.105;8.148.253.203;193.112.105.63;8.138.7.148,5.2
711cpc90.l1pfb.com,rwj.clqipfbdwvtmgel.kxuhqvmnocdhalh,yes,14,30160,42.193.185.105;42.194.159.192;193.112.105.63;8.138.7.148;8.148.202.160;175.178.178.53;43.139.121.178;8.163.72.207;106.53.86.64;103.45.129.234;103.120.90.33;8.148.201.213;8.148.253.203;8.134.164.181,5.2
711cpc94.3akbx.com,oqw.mgbgbmdgrjwmeeb.svgsjiqepltnxnn,yes,14,30160,8.148.202.160;103.120.90.33;175.178.178.53;42.193.185.105;103.45.129.234;8.138.7.148;106.53.86.64;8.148.201.213;42.194.159.192;8.163.72.207;8.134.164.181;8.148.253.203;193.112.105.63;43.139.121.178,5.2
711cpc94.4h1k5.com,hbr.ktmlqciaieyuvkj.koxxjqsrjxwecda,yes,14,30160,103.120.90.33;8.148.253.203;8.163.72.207;175.178.178.53;8.148.201.213;8.138.7.148;42.194.159.192;8.134.164.181;42.193.185.105;43.139.121.178;106.53.86.64;193.112.105.63;103.45.129.234;8.148.202.160,5.2
711cpc94.9nxd2.com,yis.owujtwjpsjfupmb.dypnkxexrcgpdbr,yes,14,30160,8.163.72.207;175.178.178.53;8.134.164.181;8.148.201.213;8.148.202.160;42.194.159.192;8.138.7.148;42.193.185.105;43.139.121.178;8.148.253.203;103.120.90.33;193.112.105.63;103.45.129.234;106.53.86.64,5.2
711cpc94.ia2hm.com,tht.wvhwhlhjbkopmrc.uimkgevjtipfcvx,yes,14,30160,43.139.121.178;193.112.105.63;175.178.178.53;42.193.185.105;8.163.72.207;8.148.201.213;42.194.159.192;103.120.90.33;8.138.7.148;8.134.164.181;106.53.86.64;103.45.129.234;8.148.253.203;8.148.202.160,5.2
711cpc94.rcak3.com,tws.iucmoueypvlqotg.udesyxwtejwicvw,yes,14,30160,8.148.201.213;8.163.72.207;42.194.159.192;42.193.185.105;8.148.202.160;43.139.121.178;8.148.253.203;8.134.164.181;103.120.90.33;103.45.129.234;8.138.7.148;193.112.105.63;106.53.86.64;175.178.178.53,4.6
711cpc94.u68qm.com,gje.mreokkkcijhilnj.ppfgstxqwhpvrfu,yes,14,30160,8.148.253.203;103.120.90.33;8.148.201.213;103.45.129.234;193.112.105.63;8.163.72.207;175.178.178.53;8.134.164.181;8.138.7.148;42.194.159.192;8.148.202.160;106.53.86.64;42.193.185.105;43.139.121.178,4.6
711cpc95.1aww4.com,efd.roqiinuupwqcrdq.pdgyswevjmmdsma,yes,14,30160,103.45.129.234;193.112.105.63;43.139.121.178;8.163.72.207;8.148.201.213;106.53.86.64;42.194.159.192;8.148.202.160;42.193.185.105;8.138.7.148;8.148.253.203;103.120.90.33;8.134.164.181;175.178.178.53,5.2
711cpc95.loqgw.com,qxn.mmneefpsqyskapa.cepyedgancpavou,yes,14,30160,8.148.201.213;42.194.159.192;8.148.202.160;106.53.86.64;103.45.129.234;43.139.121.178;8.148.253.203;42.193.185.105;103.120.90.33;193.112.105.63;175.178.178.53;8.134.164.181;8.138.7.148;8.163.72.207,5.2
711cpk21.0x8ls.com,iul.uwokrfwrlnwm.wbwitbuwiafnxotwhxnw,no,0,,,25.5
711cpk22.z3x4k.com,rfe.ejinrjjxqwko.nfemncbkcwmrlycouuux,no,0,,,26.1
711cpk26.wd4ii.com,osf.qoxhejmucobi.pnmfebwnsqsjjdnyumma,no,0,,,25.4
711d29.1scvr.top,xnk.jyabjumdvajtpewc.imhpbxufxlqlafiqj,yes,14,30139,42.194.181.18;8.163.112.72;8.148.191.243;43.136.38.151;103.45.129.234;8.138.30.147;8.138.193.247;8.148.251.123;8.148.228.8;111.230.72.238;103.120.90.51;139.199.159.229;114.132.247.112;123.207.40.186,4.5
711d29.5chrm.top,vcl.trymnixjxkgkbb.rlqxnvvgecpisk,yes,14,30139,8.148.228.8;8.148.191.243;43.136.38.151;103.120.90.51;8.138.30.147;114.132.247.112;8.138.193.247;8.148.251.123;103.45.129.234;111.230.72.238;42.194.181.18;139.199.159.229;123.207.40.186;8.163.112.72,5.2
711hu101.zad59.fqstyj.com,pxu.naaobubbvxcxb.elbrbjcrljrlbfoqme,yes,14,30154,1.14.190.197;1.14.150.118;8.134.143.176;103.45.129.234;43.136.105.252;42.194.177.67;8.134.131.85;159.75.72.50;103.120.90.46;8.134.239.11;8.134.134.238;106.52.50.43;8.134.171.215;8.134.250.210,5.2
711hu103.btw43.fqstyj.com,pxu.naaobubbvxcxb.elbrbjcrljrlbfoqme,yes,14,30154,43.136.105.252;8.134.143.176;159.75.72.50;1.14.150.118;8.134.134.238;8.134.239.11;8.134.250.210;106.52.50.43;103.120.90.46;8.134.171.215;1.14.190.197;8.134.131.85;42.194.177.67;103.45.129.234,5.2
711hu105.tmg17.fqstyj.com,kor.icbckqjulgnot.eetlegndpcfnvqokcv,yes,14,30154,8.134.239.11;42.194.177.67;8.134.171.215;8.134.131.85;8.134.143.176;159.75.72.50;103.120.90.46;8.134.134.238;103.45.129.234;43.136.105.252;106.52.50.43;8.134.250.210;1.14.190.197;1.14.150.118,5.2
711hu106.pho52.fqstyj.com,oqo.jfefwqhjtlqlq.jbgirwokvkdpacnjey,yes,14,30154,8.134.134.238;159.75.72.50;8.134.171.215;8.134.131.85;103.45.129.234;43.136.105.252;42.194.177.67;8.134.143.176;8.134.239.11;1.14.150.118;1.14.190.197;103.120.90.46;8.134.250.210;106.52.50.43,4.6
711hu107.tjd41.fqstyj.com,mjo.oycwcpxsoumsv.rsclifgklpdbeebbfp,yes,14,30154,8.134.171.215;103.120.90.46;8.134.239.11;43.136.105.252;8.134.250.210;8.134.131.85;42.194.177.67;1.14.150.118;1.14.190.197;8.134.143.176;8.134.134.238;106.52.50.43;159.75.72.50;103.45.129.234,5.2
711hu110.hxi79.fqstyj.com,oqo.jfefwqhjtlqlq.jbgirwokvkdpacnjey,yes,14,30154,8.134.143.176;42.194.177.67;1.14.150.118;1.14.190.197;159.75.72.50;103.45.129.234;103.120.90.46;106.52.50.43;8.134.250.210;8.134.239.11;8.134.131.85;43.136.105.252;8.134.171.215;8.134.134.238,5.2
711hu122.hwu26.fqstyj.com,oqo.jfefwqhjtlqlq.jbgirwokvkdpacnjey,yes,14,30154,8.134.239.11;103.45.129.234;106.52.50.43;8.134.250.210;8.134.143.176;1.14.150.118;8.134.131.85;43.136.105.252;1.14.190.197;42.194.177.67;103.120.90.46;159.75.72.50;8.134.171.215;8.134.134.238,5.2
711hu123.zpm28.fqstyj.com,kor.icbckqjulgnot.eetlegndpcfnvqokcv,yes,14,30154,103.45.129.234;43.136.105.252;8.134.239.11;8.134.134.238;106.52.50.43;8.134.143.176;159.75.72.50;1.14.150.118;1.14.190.197;42.194.177.67;8.134.250.210;8.134.131.85;103.120.90.46;8.134.171.215,5.2
711hu124.jds46.fqstyj.com,bie.avgcxyowyhlpk.fvsabfahysqbwjwjcd,yes,14,30154,8.134.171.215;8.134.134.238;8.134.250.210;43.136.105.252;103.45.129.234;1.14.150.118;103.120.90.46;42.194.177.67;106.52.50.43;159.75.72.50;8.134.143.176;8.134.239.11;8.134.131.85;1.14.190.197,5.3
711hu125.tah52.fqstyj.com,lqg.dpmbrpxsgwxkn.pgvtgutqrwtxfjhqeb,yes,14,30154,103.120.90.46;1.14.190.197;1.14.150.118;8.134.171.215;8.134.134.238;8.134.143.176;43.136.105.252;8.134.131.85;103.45.129.234;8.134.250.210;159.75.72.50;42.194.177.67;106.52.50.43;8.134.239.11,5.2
711hu127.maq93.fqstyj.com,hmj.wkvfnafxyidvl.aullegljbftrnjkolc,yes,14,30154,106.52.50.43;8.134.239.11;1.14.150.118;43.136.105.252;8.134.134.238;8.134.250.210;103.45.129.234;8.134.171.215;103.120.90.46;159.75.72.50;42.194.177.67;1.14.190.197;8.134.131.85;8.134.143.176,4.4
711hua18.osc94.fqstyj.com,bqa.ylfsskyoaomcc.vmoxgkaelwbhqialhx,yes,14,30154,159.75.72.50;106.52.50.43;1.14.190.197;103.45.129.234;8.134.239.11;43.136.105.252;42.194.177.67;103.120.90.46;1.14.150.118;8.134.250.210;8.134.143.176;8.134.171.215;8.134.131.85;8.134.134.238,5.2
711jwx20.nte96.fqstyj.com,mjo.oycwcpxsoumsv.rsclifgklpdbeebbfp,yes,14,30154,8.134.131.85;103.120.90.46;43.136.105.252;8.134.171.215;159.75.72.50;42.194.177.67;1.14.190.197;1.14.150.118;8.134.239.11;8.134.134.238;8.134.250.210;8.134.143.176;106.52.50.43;103.45.129.234,5.2
711n106.m2ok6.com,ymd.guaukfrkdjp.thqcshrucwcevbds,yes,15,30169,8.138.158.86;111.230.10.141;103.45.129.234;43.139.125.107;106.52.251.61;8.138.180.102;8.138.241.245;8.138.148.142;106.55.178.75;8.138.151.157;42.193.249.59;8.138.238.9;103.120.90.66;8.138.203.48;159.75.24.53,5.2
711sgl04.hcg89.fqstyj.com,ulf.djhbhjoyrduve.htfecckxxtmisvriie,yes,14,30154,8.134.250.210;8.134.134.238;8.134.143.176;1.14.190.197;42.194.177.67;103.120.90.46;159.75.72.50;8.134.131.85;8.134.239.11;8.134.171.215;1.14.150.118;106.52.50.43;103.45.129.234;43.136.105.252,5.2
